TEMPLATE_ID,SUBJECT_ID,FILENAME,SIGHTING_ID,FACE_X,FACE_Y,FACE_WIDTH,FACE_HEIGHT,RIGHT_EYE_X,RIGHT_EYE_Y,LEFT_EYE_X,LEFT_EYE_Y,NOSE_X,NOSE_Y
3,5,img/2461.jpg,6133,128,236,101,114,166,285,204,290,182,311
3,5,img/2039.jpg,6130,122,61,110,148,157,149,189,141,178,170
3,5,img/702.jpg,6153,126,82,40,47,138,105,153,104,145,113
3,5,img/4995.jpg,6141,93,153,118,160,143,247,183,237,170,273
3,5,img/3492.jpg,6138,122,85,115,147,154,164,191,159,174,190
3,5,img/4149.jpg,46,21,7,127,167,61,98,104,96,81,131
3,5,img/5129.jpg,6162,188,86,55,70,219,125,234,123,230,138
3,5,img/1836.jpg,6166,360,23,51,69,368,61,382,59,373,73
4,7,img/3204.jpg,3861,784,232,275,331,838,411,923,403,880,477
4,7,img/3498.jpg,3847,566,91,90,85,NaN,NaN,587,139,575,153
4,7,img/274.jpg,3848,1279,962,75,101,1325,1020,1344,1021,1335,1038
4,7,img/2338.jpg,3843,322,177,524,663,785,626,NaN,NaN,763,713
5,8,img/3100.jpg,3798,1935,1087,120,163,2003,1174,2050,1182,2030,1215
5,8,img/4639.jpg,3488,322,186,81,105,337,244,361,237,350,259
5,8,img/3455.jpg,11030,1629,231,148,193,1672,331,1722,321,1699,357
5,8,img/5046.jpg,8299,1589,190,154,187,1642,287,1689,278,1671,317
5,8,img/2878.jpg,3332,448,29,214,271,474,158,538,138,504,200
5,8,img/4473.jpg,4130,351,103,28,30,374,121,NaN,NaN,375,126
5,8,img/1476.jpg,4705,892,421,186,227,925,526,984,512,953,564
5,8,img/1066.jpg,2328,1625,794,539,754,1800,1211,1986,1210,1896,1358
5,8,img/1613.jpg,11151,1676,219,158,195,1731,311,1779,303,1758,339
5,8,img/2779.jpg,3129,1652,135,169,201,1708,237,1761,229,1737,267
5,8,img/79455.jpg,38388,187,21,69,82,NaN,NaN,208,58,194,71
5,8,img/3069.jpg,1702,683,288,216,262,745,404,817,401,776,445
5,8,img/4516.jpg,2713,167,91,49,56,206,124,NaN,NaN,213,131
5,8,img/868.jpg,65,339,333,81,92,NaN,NaN,NaN,NaN,344,392
5,8,img/3972.jpg,7266,1430,179,170,189,1484,271,1534,262,1510,300
5,8,img/616.jpg,10959,3406,277,483,518,3458,517,3528,524,3447,620
5,8,img/5038.jpg,1589,689,105,118,165,711,205,750,198,730,236
5,8,img/3997.jpg,10149,2158,542,479,645,2241,901,2387,893,2301,1007
5,8,img/62077.jpg,34977,1649,122,158,196,1690,221,1742,212,1717,251
5,8,img/3411.jpg,3487,327,166,52,61,363,198,374,194,373,206
5,8,img/78001.jpg,37984,175,37,201,235,243,137,312,137,277,180
5,8,img/2778.jpg,9112,243,80,58,69,261,114,280,112,271,126
5,8,img/457.jpg,3113,1890,741,58,77,1911,779,1932,780,1921,794
5,8,img/2647.jpg,2078,1584,258,271,340,1699,415,1784,420,1742,479
5,8,img/240.jpg,2326,944,775,367,541,1006,1063,1108,1046,1054,1152
5,8,img/3237.jpg,1631,1642,199,154,190,1687,297,1736,286,1713,323
5,8,img/3144.jpg,9117,360,50,67,79,NaN,NaN,374,94,366,106
5,8,img/4074.jpg,142,2208,1018,159,204,2233,1125,2278,1130,2246,1166
5,8,img/5159.jpg,2415,1542,146,154,187,1584,241,1636,226,1616,269
5,8,img/1183.jpg,2189,1612,159,155,189,1657,255,1708,245,1685,286
5,8,img/4566.jpg,7884,200,58,47,55,NaN,NaN,216,94,209,100
5,8,img/3916.jpg,4690,1125,697,235,259,1241,846,1303,814,1299,881
5,8,img/780.jpg,1798,2768,331,428,502,NaN,NaN,2870,568,2831,671
5,8,img/60017.jpg,34452,147,5,139,187,249,95,NaN,NaN,272,126
5,8,img/5090.jpg,3692,1174,274,228,284,NaN,NaN,1222,427,1202,478
5,8,img/2523.jpg,4617,350,94,29,37,353,109,442,129,354,117
5,8,img/1406.jpg,10968,1173,689,196,257,1238,821,1301,815,1272,867
5,8,img/4942.jpg,11096,1664,180,149,194,1713,283,1763,272,1742,311
6,9,img/4114.jpg,521,83,26,224,322,127,168,222,166,163,228
6,9,img/593.jpg,525,129,59,148,200,151,182,193,177,175,214
7,10,img/4794.jpg,7260,378,64,58,67,NaN,NaN,393,102,386,116
7,10,img/190.jpg,2276,230,149,39,49,262,177,NaN,NaN,265,187
7,10,img/3904.jpg,9755,62,124,39,58,87,156,98,158,93,168
7,10,img/431.jpg,10888,88,143,36,45,111,167,120,169,116,177
7,10,img/37.jpg,6163,40,8,119,134,142,80,NaN,NaN,152,110
7,10,img/3817.jpg,2173,288,3,88,116,303,63,330,61,315,86
7,10,img/2767.jpg,7659,236,102,42,62,257,142,269,142,265,153
7,10,img/2046.jpg,10076,328,10,72,90,NaN,NaN,347,68,341,82
7,10,img/409.jpg,68,295,96,92,111,310,159,332,160,317,185
7,10,img/4556.jpg,4923,338,12,60,93,NaN,NaN,349,69,350,87
7,10,img/2479.jpg,2152,304,78,30,36,317,97,325,97,321,104
7,10,img/2463.jpg,10343,351,69,44,54,NaN,NaN,362,100,356,112
7,10,img/61293.jpg,34835,194,79,96,109,NaN,NaN,NaN,NaN,208,159
7,10,img/2776.jpg,10077,143,51,54,72,183,95,NaN,NaN,187,110
7,10,img/4724.jpg,2392,455,111,76,91,467,163,481,162,470,181
7,10,img/2836.jpg,6208,381,48,66,75,394,77,415,81,394,95
7,10,img/886.jpg,10068,144,46,86,107,213,108,NaN,NaN,217,129
7,10,img/4007.jpg,6215,164,58,63,77,208,98,223,99,218,115
7,10,img/1226.jpg,7864,231,33,44,58,250,64,264,65,257,75
7,10,img/1865.jpg,170,58,69,47,59,95,99,NaN,NaN,101,112
7,10,img/3769.jpg,9754,287,86,67,71,NaN,NaN,301,125,296,138
7,10,img/658.jpg,6248,234,140,32,39,247,161,257,161,252,169
7,10,img/3262.jpg,7650,323,5,109,126,NaN,NaN,343,76,336,99
7,10,img/773.jpg,337,39,18,31,43,52,45,62,44,57,53
7,10,img/4918.jpg,6209,420,46,50,52,NaN,NaN,435,77,430,86
7,10,img/841.jpg,1785,100,190,31,38,125,209,NaN,NaN,128,217
7,10,img/4615.jpg,10883,17,74,66,85,67,120,NaN,NaN,68,142
7,10,img/3210.jpg,2139,197,108,74,97,225,170,246,174,233,190
7,10,img/2028.jpg,8375,292,9,95,123,350,76,377,75,367,102
7,10,img/3185.jpg,2169,327,31,79,99,NaN,NaN,344,93,344,111
7,10,img/3715.jpg,3431,1044,280,46,50,1052,308,1063,308,1055,318
7,10,img/479.jpg,10508,227,57,28,36,242,74,251,76,247,82
7,10,img/3057.jpg,11046,249,29,65,74,NaN,NaN,259,69,254,84
8,11,img/3830.jpg,3378,241,82,49,66,262,114,279,116,272,127
8,11,img/5129.jpg,6159,432,58,66,97,450,117,471,117,460,133
8,11,img/2981.jpg,914,60,42,93,168,78,110,117,119,89,152
8,11,img/1880.jpg,2448,1219,96,269,338,1301,261,1385,255,1342,317
8,11,img/4541.jpg,2389,44,4,66,81,101,51,NaN,NaN,105,64
8,11,img/4488.jpg,2451,301,27,41,50,307,56,315,56,309,63
8,11,img/365.jpg,913,736,209,289,400,942,420,998,414,997,492
8,11,img/2246.jpg,917,125,34,52,62,138,71,148,70,143,80
8,11,img/702.jpg,6154,341,68,47,55,NaN,NaN,354,93,346,102
9,12,img/1052.jpg,74,289,17,114,126,NaN,NaN,310,85,305,110
9,12,img/1857.jpg,3296,170,576,168,208,261,671,313,680,290,715
9,12,img/1791.jpg,72,64,24,65,76,117,62,NaN,NaN,126,76
9,12,img/4297.jpg,79,2130,1429,202,222,2160,1535,2209,1536,2169,1577
10,13,img/3568.jpg,6004,330,49,57,77,360,85,381,86,372,98
10,13,img/78.jpg,6271,386,40,54,66,393,72,406,72,396,84
10,13,img/4866.jpg,2813,231,74,37,47,238,98,248,100,240,106
10,13,img/1841.jpg,5972,117,85,39,42,149,107,NaN,NaN,154,113
10,13,img/2331.jpg,1507,254,199,26,32,277,218,NaN,NaN,278,223
10,13,img/3105.jpg,5912,248,30,53,76,269,67,290,67,281,79
10,13,img/3591.jpg,78,32,15,112,164,85,101,127,100,111,132
10,13,img/2523.jpg,4622,428,112,28,40,433,128,442,129,436,135
10,13,img/1013.jpg,5861,59,158,65,67,108,193,NaN,NaN,116,202
10,13,img/4997.jpg,5922,307,92,63,87,346,139,366,140,357,154
10,13,img/333.jpg,3606,39,170,91,117,59,229,90,222,73,244
11,14,img/2959.jpg,143,354,52,72,83,407,89,421,90,419,103
11,14,img/520.jpg,118,187,269,38,46,202,291,214,290,208,299
11,14,img/4463.jpg,2943,306,67,33,38,321,85,330,84,325,91
11,14,img/2728.jpg,4614,251,184,43,58,264,213,279,213,271,222
11,14,img/5019.jpg,4655,412,68,45,53,430,96,442,97,435,106
11,14,img/3325.jpg,2840,960,632,63,71,NaN,NaN,979,669,972,682
11,14,img/3832.jpg,2641,240,36,53,53,NaN,NaN,245,60,244,70
11,14,img/4126.jpg,1663,127,73,32,40,143,92,152,95,147,101
11,14,img/683.jpg,9904,252,135,53,65,275,172,287,179,275,185
11,14,img/2576.jpg,3887,183,63,33,42,201,81,210,81,208,88
11,14,img/2255.jpg,7675,127,72,46,57,153,96,167,99,161,106
11,14,img/1052.jpg,76,91,31,105,104,176,77,NaN,NaN,190,94
11,14,img/2479.jpg,2147,414,77,29,37,428,96,436,96,431,101
11,14,img/2694.jpg,10970,285,99,28,39,307,120,312,120,310,126
11,14,img/1113.jpg,4916,151,39,36,47,169,64,178,64,173,73
11,14,img/395.jpg,2175,277,376,43,35,310,387,NaN,NaN,316,391
11,14,img/1569.jpg,2799,328,74,63,66,NaN,NaN,340,106,333,117
11,14,img/3213.jpg,9699,117,113,58,63,168,149,NaN,NaN,172,158
11,14,img/2227.jpg,2778,262,34,58,69,NaN,NaN,273,71,269,81
11,14,img/402.jpg,9906,233,49,30,42,240,70,247,70,243,77
11,14,img/1161.jpg,9718,223,11,95,105,297,57,NaN,NaN,313,74
11,14,img/1082.jpg,4584,354,37,58,75,379,77,397,78,389,89
11,14,img/1948.jpg,4111,294,49,73,85,NaN,NaN,316,96,312,112
11,14,img/2864.jpg,8964,227,160,61,78,268,204,278,209,272,218
11,14,img/61291.jpg,34833,301,86,58,74,320,124,340,121,332,136
11,14,img/2062.jpg,8869,322,90,56,73,345,148,358,143,356,155
11,14,img/2558.jpg,1616,266,21,59,65,274,52,286,51,278,63
11,14,img/1792.jpg,3481,222,8,36,45,247,33,255,31,252,40
11,14,img/91.jpg,2728,240,61,25,37,243,78,251,78,244,84
11,14,img/3452.jpg,4581,86,38,41,48,94,61,104,61,97,68
11,14,img/849.jpg,3897,196,2,85,88,NaN,NaN,215,48,211,64
11,14,img/4733.jpg,2656,242,52,39,47,261,78,272,77,268,84
11,14,img/2129.jpg,298,72,43,44,55,79,70,90,69,84,79
11,14,img/3616.jpg,2746,241,51,34,37,252,71,260,70,257,77
11,14,img/3184.jpg,3631,328,15,58,69,NaN,NaN,342,53,337,64
11,14,img/5105.jpg,10816,188,59,26,36,199,78,207,78,203,84
11,14,img/27.jpg,3896,354,76,49,53,NaN,NaN,368,99,363,109
11,14,img/1354.jpg,4585,105,299,46,56,126,326,140,326,133,336
11,14,img/4179.jpg,3885,159,107,50,49,201,131,NaN,NaN,205,140
11,14,img/3590.jpg,3565,255,45,80,89,274,88,295,83,286,101
11,14,img/4459.jpg,2160,91,14,32,36,108,34,115,33,112,40
11,14,img/1891.jpg,3633,297,80,41,45,306,104,314,109,305,114
11,14,img/1382.jpg,2913,253,83,60,68,NaN,NaN,265,118,260,131
11,14,img/3781.jpg,3130,300,35,60,73,324,73,344,70,337,83
11,14,img/3841.jpg,112,222,53,59,72,238,90,256,88,248,101
11,14,img/3987.jpg,11221,330,49,53,67,347,86,362,82,358,95
11,14,img/3600.jpg,3336,224,42,33,39,234,59,242,60,238,66
11,14,img/4303.jpg,2989,329,69,92,114,343,133,363,126,352,151
11,14,img/4157.jpg,349,188,34,49,59,204,62,218,63,210,72
11,14,img/588.jpg,2164,310,49,50,60,323,82,336,81,330,91
11,14,img/2514.jpg,4660,51,22,76,91,108,72,120,76,113,89
11,14,img/4996.jpg,7672,197,8,60,76,234,52,249,51,243,65
11,14,img/2648.jpg,2740,226,103,24,27,NaN,NaN,234,118,232,123
11,14,img/83.jpg,10948,91,36,59,67,139,73,NaN,NaN,148,82
11,14,img/3705.jpg,266,160,63,109,137,178,129,209,129,189,152
11,14,img/1673.jpg,2158,390,22,42,51,395,49,404,48,398,57
11,14,img/1520.jpg,3890,44,76,46,57,80,106,88,104,87,115
12,16,img/2034.jpg,1733,188,338,180,191,251,430,306,426,283,468
12,16,img/1447.jpg,84,239,72,200,246,312,192,382,196,347,240
12,16,img/2149.jpg,86,1867,937,461,550,2035,1247,2184,1279,2091,1364
13,18,img/3448.jpg,91,132,91,430,553,336,343,474,340,420,438
13,18,img/8.jpg,1734,1388,255,470,582,1617,540,1759,540,1702,636
13,18,img/1222.jpg,1635,332,38,38,43,NaN,NaN,342,59,337,67
13,18,img/1491.jpg,93,64,38,56,64,78,71,97,68,88,80
14,19,img/274.jpg,3845,780,877,100,113,846,937,865,939,859,957
15,20,img/4129.jpg,94,181,51,237,342,243,237,326,234,288,299
15,20,img/4969.jpg,1819,1375,317,1301,1606,2049,1093,2447,1092,2275,1375
15,20,img/1851.jpg,98,615,1146,445,534,954,1454,1020,1435,1003,1529
16,21,img/1851.jpg,102,2516,1179,440,516,2583,1422,2659,1446,2597,1513
16,21,img/1707.jpg,1783,2662,256,586,768,2775,691,2944,716,2843,830
16,21,img/2328.jpg,1717,450,310,124,157,487,396,527,387,513,419
16,21,img/3982.jpg,1716,179,106,103,151,213,181,247,178,231,204
16,21,img/1489.jpg,1782,1107,307,406,480,1207,643,1268,634,1278,716
17,22,img/520.jpg,116,266,273,39,46,279,296,293,295,286,303
17,22,img/1648.jpg,7947,256,209,270,306,403,349,479,364,448,415
17,22,img/1208.jpg,1787,235,25,83,103,304,79,NaN,NaN,314,95
17,22,img/841.jpg,1786,374,190,32,38,379,207,386,207,381,215
18,23,img/2147.jpg,1732,809,107,238,255,860,208,934,219,878,257
18,23,img/268.jpg,106,134,23,117,144,180,100,216,91,202,117
18,23,img/2245.jpg,109,541,33,537,627,869,354,1003,360,962,470
18,23,img/3891.jpg,1771,754,441,659,838,1077,847,1274,920,1153,1026
19,24,img/56877.jpg,33793,1150,300,206,244,1211,418,1276,414,1247,466
19,24,img/1990.jpg,1754,173,96,252,307,340,263,401,255,386,319
19,24,img/4978.jpg,122,240,206,434,472,551,439,622,442,616,525
19,24,img/4308.jpg,1755,1509,813,585,752,1846,1186,2018,1172,1971,1323
19,24,img/4000.jpg,1697,452,101,49,50,NaN,NaN,463,128,458,137
19,24,img/446.jpg,120,1543,151,799,830,1654,525,1844,564,1679,711
19,24,img/513.jpg,1758,284,83,315,360,438,259,534,253,501,328
19,24,img/220.jpg,121,120,48,369,427,188,267,305,255,242,347
19,24,img/1431.jpg,1546,2580,408,498,634,2687,727,2840,734,2742,858
20,25,img/3483.jpg,119,1152,206,899,1193,1745,1002,1950,952,1870,1164
20,25,img/1737.jpg,2040,1900,1413,321,398,2150,1628,2204,1654,2179,1713
20,25,img/4286.jpg,2031,2233,1273,425,412,2539,1487,2603,1474,2608,1554
21,26,img/2691.jpg,4937,2548,1551,371,455,2650,1801,2767,1789,2707,1879
21,26,img/5173.jpg,4938,25,10,41,52,59,37,NaN,NaN,NaN,NaN
21,26,img/1647.jpg,130,68,27,120,152,92,109,128,108,109,137
21,26,img/222.jpg,126,122,15,132,175,185,112,232,115,208,146
21,26,img/1029.jpg,127,1016,550,655,945,1414,1089,1605,1132,1488,1292
22,27,img/4937.jpg,4204,3573,1461,547,632,3741,1767,3892,1745,3817,1869
22,27,img/3305.jpg,135,1877,308,529,585,2006,549,2177,508,2098,624
22,27,img/1916.jpg,131,77,46,175,240,103,180,155,174,123,218
22,27,img/3697.jpg,10826,231,165,86,103,310,227,NaN,NaN,312,243
22,27,img/1199.jpg,10953,528,66,90,116,545,137,568,132,555,153
23,28,img/4074.jpg,140,1525,1026,179,215,1656,1150,NaN,NaN,1680,1176
23,28,img/3305.jpg,136,739,343,532,614,926,589,1106,600,1013,684
24,29,img/3193.jpg,148,586,211,129,164,604,302,616,298,611,327
24,29,img/2832.jpg,4146,281,10,61,68,292,49,304,48,300,61
24,29,img/2125.jpg,4123,793,56,220,294,860,212,935,200,906,267
25,30,img/769.jpg,3792,1223,474,213,215,1408,577,NaN,NaN,1419,612
25,30,img/771.jpg,8331,1555,310,213,242,1621,431,1691,431,1651,482
25,30,img/1668.jpg,8332,2298,663,205,231,2389,760,2451,764,2423,799
25,30,img/1359.jpg,7997,1599,351,212,229,1763,464,NaN,NaN,1799,506
25,30,img/75333.jpg,37931,1662,817,183,214,1745,912,1809,919,1786,957
25,30,img/4128.jpg,4550,557,334,99,116,595,394,626,391,614,412
25,30,img/78591.jpg,38103,842,294,181,228,894,407,959,395,933,444
25,30,img/2659.jpg,7437,1480,754,196,274,1530,915,1595,941,1545,972
26,31,img/3876.jpg,151,93,6,345,493,302,182,396,154,398,269
26,31,img/5104.jpg,4892,790,594,390,537,974,889,1115,901,1049,987
26,31,img/1053.jpg,4886,119,3,481,485,292,143,503,128,420,304
26,31,img/3432.jpg,4076,85,10,123,147,117,88,152,85,133,113
27,36,img/2289.jpg,161,2172,292,720,921,2443,746,2690,724,2573,891
28,37,img/3432.jpg,4073,434,1,125,148,487,64,529,64,512,91
28,37,img/422.jpg,3003,7,69,342,406,219,255,306,266,291,323
29,38,img/3948.jpg,176,252,164,394,511,494,403,597,422,559,511
30,39,img/1188.jpg,7808,206,305,75,89,276,349,NaN,NaN,NaN,NaN
30,39,img/4551.jpg,3432,2000,798,311,343,2137,964,2248,967,2208,1031
30,39,img/555.jpg,3435,2186,1161,240,286,2287,1315,2380,1325,2340,1376
30,39,img/4301.jpg,178,397,237,676,998,779,633,995,669,892,833
30,39,img/5112.jpg,3433,50,70,52,62,89,103,NaN,NaN,96,112
31,41,img/2195.jpg,179,1744,80,327,476,1813,307,1923,299,1863,385
32,42,img/2822.jpg,1803,2645,755,449,550,2763,1069,2902,1042,2842,1146
32,42,img/2195.jpg,182,588,98,329,457,693,353,810,353,751,424
33,44,img/4081.jpg,564,984,575,173,222,1063,705,1113,701,1090,737
33,44,img/4757.jpg,193,165,60,197,272,293,208,349,203,335,257
34,45,img/4876.jpg,3365,78,33,85,115,106,99,136,97,122,120
34,45,img/2746.jpg,202,124,14,104,129,140,77,178,72,159,102
34,45,img/2198.jpg,198,504,719,600,749,741,1084,957,1089,860,1230
35,48,img/4675.jpg,214,141,18,197,260,215,145,286,149,254,193
35,48,img/1224.jpg,217,1421,603,196,256,1498,722,1570,725,1537,772
35,48,img/4002.jpg,4170,976,209,220,289,991,361,1050,366,1001,414
36,50,img/954.jpg,228,217,65,64,84,268,111,NaN,NaN,269,129
36,50,img/2550.jpg,221,97,27,351,418,309,195,415,209,384,276
37,51,img/2189.jpg,233,124,110,287,329,272,248,367,266,332,317
37,51,img/1829.jpg,2295,571,881,248,352,677,1051,758,1079,707,1128
37,51,img/1551.jpg,2280,639,338,153,195,706,436,755,433,735,468
37,51,img/2025.jpg,242,2346,669,371,461,2433,894,2559,890,2478,980
37,51,img/3906.jpg,234,86,61,73,77,145,104,NaN,NaN,154,114
37,51,img/1653.jpg,2286,596,432,416,524,879,685,970,693,947,778
37,51,img/4031.jpg,2277,1594,268,163,229,1644,381,1705,376,1677,419
38,52,img/1271.jpg,3528,1626,150,593,727,1759,531,1937,517,1844,674
38,52,img/2025.jpg,240,796,195,479,555,1033,463,1181,471,1118,591
39,53,img/54868.jpg,33668,310,93,67,79,328,128,356,128,341,143
39,53,img/1336.jpg,10360,320,91,73,83,342,134,369,135,353,147
39,53,img/4604.jpg,1806,324,99,82,96,351,151,380,150,365,167
39,53,img/2410.jpg,10662,387,135,31,39,391,153,399,156,392,161
39,53,img/1800.jpg,5191,305,52,70,84,328,96,353,94,340,108
39,53,img/2061.jpg,2287,306,67,64,73,321,105,342,101,332,116
39,53,img/58341.jpg,34107,1617,822,243,293,1685,957,1783,963,1732,1008
39,53,img/357.jpg,7263,43,45,140,149,158,120,NaN,NaN,174,135
39,53,img/1443.jpg,241,367,16,113,124,383,94,399,90,389,113
39,53,img/5096.jpg,4526,69,111,137,151,171,193,NaN,NaN,199,212
39,53,img/61247.jpg,34782,355,115,58,72,368,151,393,151,379,164
39,53,img/55323.jpg,33697,350,52,54,67,363,85,385,84,374,97
39,53,img/2485.jpg,2177,246,104,66,74,NaN,NaN,264,141,254,155
39,53,img/2918.jpg,1817,294,94,62,72,302,134,317,133,308,147
39,53,img/74432.jpg,37677,325,78,96,121,355,137,396,139,375,160
39,53,img/3859.jpg,7629,346,61,55,73,366,101,389,98,378,112
39,53,img/911.jpg,1815,498,138,52,64,516,169,535,169,525,181
39,53,img/3231.jpg,7257,409,62,77,84,429,110,451,110,436,122
39,53,img/4657.jpg,4673,325,40,139,165,359,128,406,128,378,156
39,53,img/59799.jpg,34372,308,41,66,81,325,82,355,78,342,93
40,54,img/2449.jpg,247,111,85,348,438,283,300,401,296,349,386
40,54,img/1302.jpg,249,144,68,48,68,154,105,172,104,162,118
40,54,img/3708.jpg,251,144,56,71,88,NaN,NaN,157,105,153,119
40,54,img/1090.jpg,246,2681,1553,473,484,3063,1829,NaN,NaN,NaN,NaN
40,54,img/4541.jpg,2390,297,24,54,67,NaN,NaN,313,65,304,73
40,54,img/2188.jpg,2393,59,115,61,71,109,153,NaN,NaN,114,162
40,54,img/4382.jpg,245,198,63,385,478,290,312,402,285,342,378
40,54,img/4250.jpg,248,1484,391,541,648,1571,705,1724,675,1627,799
41,57,img/355.jpg,269,134,71,76,88,188,112,NaN,NaN,201,128
42,59,img/236.jpg,3772,126,21,311,347,158,183,203,188,151,249
42,59,img/355.jpg,271,395,131,89,91,NaN,NaN,414,177,405,190
42,59,img/2861.jpg,280,259,75,148,175,295,156,343,154,316,181
42,59,img/61294.jpg,34836,42,79,108,135,121,154,143,152,139,178
42,59,img/2855.jpg,10955,397,103,71,79,418,145,441,144,429,159
42,59,img/502.jpg,10946,289,115,73,78,300,158,316,158,302,172
42,59,img/4164.jpg,3767,264,213,56,64,309,245,NaN,NaN,317,257
42,59,img/2811.jpg,277,85,35,318,399,177,247,284,240,230,324
42,59,img/3860.jpg,10937,240,105,60,65,292,144,NaN,NaN,296,155
42,59,img/4266.jpg,9687,344,151,58,74,371,189,389,189,381,200
42,59,img/43415.jpg,32708,204,51,126,153,244,132,286,128,267,155
42,59,img/43410.jpg,32703,165,9,185,231,186,128,236,133,201,175
43,60,img/2933.jpg,8892,447,52,119,166,465,157,491,153,478,181
43,60,img/38439.jpg,32012,116,42,128,149,152,122,196,124,173,149
43,60,img/36985.jpg,31788,303,30,159,202,361,127,423,125,396,166
43,60,img/36984.jpg,31787,650,191,1369,1693,962,927,1431,1059,1088,1300
43,60,img/36981.jpg,31784,118,47,59,76,127,85,149,86,135,99
43,60,img/889.jpg,1013,43,14,122,154,59,98,92,93,70,123
44,62,img/3579.jpg,289,82,25,118,140,97,93,128,90,108,120
44,62,img/2129.jpg,290,411,48,39,44,424,70,438,71,428,78
45,64,img/1411.jpg,2749,180,94,56,65,192,126,211,126,199,136
45,64,img/1762.jpg,11247,716,857,1168,1632,991,1628,1418,1627,1175,1904
45,64,img/3318.jpg,2680,1434,893,137,190,1465,984,1517,986,1488,1017
45,64,img/273.jpg,5564,344,308,454,608,544,601,702,592,642,696
45,64,img/4729.jpg,3901,360,62,371,456,572,290,682,276,659,346
45,64,img/1666.jpg,3927,130,72,152,203,150,185,195,170,173,212
45,64,img/3051.jpg,3544,2610,385,332,399,2659,601,2717,589,2677,658
45,64,img/4487.jpg,1676,487,150,84,92,NaN,NaN,512,196,500,213
45,64,img/1160.jpg,317,3171,865,931,1231,3358,1450,3704,1426,3518,1659
45,64,img/61292.jpg,34834,329,41,64,92,342,92,364,90,352,103
45,64,img/4069.jpg,2904,467,181,613,811,739,581,940,568,869,687
46,65,img/2129.jpg,296,286,48,37,48,300,74,313,73,308,82
47,68,img/3593.jpg,325,2517,150,700,948,2701,682,2952,663,2827,860
47,68,img/3641.jpg,315,831,194,358,425,876,419,967,414,900,498
48,69,img/773.jpg,333,406,30,36,49,417,64,426,61,423,71
