TEMPLATE_ID,SUBJECT_ID,FILENAME,SIGHTING_ID,FACE_X,FACE_Y,FACE_WIDTH,FACE_HEIGHT,RIGHT_EYE_X,RIGHT_EYE_Y,LEFT_EYE_X,LEFT_EYE_Y,NOSE_X,NOSE_Y
984,12497,img/114169.jpg,66419,147,56,153,205,162,150,220,140,187,188
984,12497,img/113083.jpg,67697,126,89,165,218,192,186,251,179,234,223
984,12497,img/114213.jpg,66397,176,36,176,226,262,153,318,156,296,193
984,12497,img/112873.jpg,66685,175,100,218,284,268,225,352,224,317,284
985,12498,img/1729.jpg,464,1135,457,155,183,1170,546,1213,534,1195,578
985,12498,img/3161.jpg,472,1813,968,317,385,1966,1139,2070,1154,2016,1226
985,12498,img/114034.jpg,66312,319,96,290,401,416,280,520,269,471,351
985,12498,img/113289.jpg,66732,967,376,278,340,1087,513,1182,523,1131,591
985,12498,img/113082.jpg,68022,459,215,439,482,544,397,687,373,606,479
985,12498,img/114813.jpg,68414,1074,295,482,654,1173,534,1352,550,1229,680
985,12498,img/113297.jpg,67989,193,46,99,125,213,99,248,101,225,126
985,12498,img/359.jpg,11254,166,27,260,331,228,166,311,173,258,233
985,12498,img/1475.jpg,516,1332,139,444,540,1478,428,1600,400,1548,512
985,12498,img/113828.jpg,66701,160,30,269,329,226,166,312,170,255,235
986,12499,img/113087.jpg,67122,334,182,249,316,445,313,536,316,496,385
987,12500,img/112797.jpg,67225,2827,432,851,864,3128,661,3487,660,3368,684
987,12500,img/113262.jpg,67304,195,22,109,143,222,87,267,82,244,109
987,12500,img/113093.jpg,67732,779,52,347,368,991,170,1096,207,1073,229
987,12500,img/113391.jpg,67046,713,554,291,335,881,668,943,735,903,753
987,12500,img/113536.jpg,66648,1597,302,542,844,1833,652,2040,662,1966,829
987,12500,img/113743.jpg,67936,292,199,1147,1730,489,981,991,1048,664,1453
987,12500,img/113443.jpg,66566,1516,710,732,1038,1699,1208,1990,1225,1821,1420
987,12500,img/113139.jpg,67485,747,255,466,537,868,543,997,484,972,616
987,12500,img/112841.jpg,67680,381,63,285,395,514,206,620,224,593,283
987,12500,img/113821.jpg,67121,658,274,371,519,832,495,965,504,927,582
987,12500,img/113057.jpg,67687,593,205,553,821,841,556,1045,572,978,742
987,12500,img/113321.jpg,66541,847,357,549,751,963,772,1123,739,1065,895
987,12500,img/113430.jpg,67000,323,70,238,292,387,198,476,188,432,245
987,12500,img/113874.jpg,66267,629,198,386,490,920,432,NaN,NaN,977,526
987,12500,img/113198.jpg,67102,217,149,173,245,265,262,339,267,294,318
987,12500,img/114100.jpg,67317,717,288,475,672,830,620,996,650,894,779
988,12504,img/112748.jpg,66736,469,76,260,342,526,234,624,207,586,296
988,12504,img/113112.jpg,67205,524,44,84,103,539,84,572,78,549,94
988,12504,img/113217.jpg,66669,367,27,379,522,444,272,1604,1230,503,376
988,12504,img/113413.jpg,67830,487,157,638,939,619,578,881,564,745,752
989,12506,img/114204.jpg,67595,47,13,73,93,71,52,101,57,87,71
989,12506,img/114189.jpg,67017,228,74,272,396,304,232,433,247,364,308
989,12506,img/114036.jpg,68035,234,91,152,230,292,200,359,200,330,253
990,12512,img/112528.jpg,67176,214,78,65,82,222,118,240,117,228,133
990,12512,img/112970.jpg,66877,209,90,76,88,229,125,253,134,233,146
990,12512,img/113335.jpg,66302,240,39,39,47,269,60,NaN,NaN,274,67
990,12512,img/112405.jpg,66405,217,48,133,177,242,122,285,127,250,152
990,12512,img/114140.jpg,66722,1037,78,66,89,1070,124,1092,123,1083,138
990,12512,img/112419.jpg,67858,186,78,77,98,209,127,236,124,227,144
991,12513,img/112413.jpg,68070,242,84,83,101,251,130,272,137,253,156
991,12513,img/112728.jpg,66583,123,69,163,183,162,154,230,145,195,191
991,12513,img/113571.jpg,66711,388,123,89,102,407,159,431,162,405,181
991,12513,img/113612.jpg,67920,191,89,117,120,210,137,265,132,233,162
991,12513,img/112893.jpg,67069,378,92,97,110,NaN,NaN,401,143,393,165
991,12513,img/112520.jpg,67482,196,60,63,93,209,99,236,97,223,116
991,12513,img/113361.jpg,67432,160,70,72,94,196,114,222,115,210,136
991,12513,img/113420.jpg,68128,179,68,118,117,241,103,280,110,266,134
991,12513,img/114096.jpg,67414,213,54,133,172,256,127,315,124,292,167
992,12519,img/112813.jpg,66538,32,69,192,258,83,193,169,188,129,245
992,12519,img/112423.jpg,67755,325,154,394,541,391,406,559,381,463,503
994,12521,img/112903.jpg,66975,1149,142,187,209,1194,237,1261,229,1227,292
994,12521,img/112744.jpg,66317,170,2,138,187,207,79,264,78,229,118
994,12521,img/114201.jpg,67151,288,101,83,120,305,155,344,159,321,185
994,12521,img/113165.jpg,66338,211,170,241,325,337,308,419,329,388,388
994,12521,img/112759.jpg,67473,259,152,176,221,336,229,398,265,355,279
994,12521,img/113331.jpg,67020,831,167,190,244,890,270,969,277,923,318
994,12521,img/114131.jpg,66867,336,109,186,240,383,180,461,196,398,243
994,12521,img/113036.jpg,68143,321,33,53,71,329,70,350,67,340,83
994,12521,img/112932.jpg,66277,229,70,274,375,290,243,395,241,332,323
994,12521,img/113530.jpg,68019,247,90,107,146,275,153,323,164,291,188
995,12523,img/113726.jpg,66493,178,42,357,517,280,280,437,274,370,385
995,12523,img/112585.jpg,66868,382,173,483,684,481,482,670,489,552,643
995,12523,img/112486.jpg,67805,542,370,1203,1704,845,1105,1389,1081,1128,1479
995,12523,img/112756.jpg,66560,146,46,253,371,210,210,328,204,275,288
995,12523,img/113786.jpg,67704,513,375,636,954,691,782,1001,784,857,1045
995,12523,img/113317.jpg,66979,576,263,800,1012,713,714,1011,750,825,971
995,12523,img/112476.jpg,68093,135,312,673,863,214,706,447,681,308,892
996,12526,img/112673.jpg,66481,114,18,92,135,144,77,184,83,160,109
996,12526,img/113673.jpg,67350,261,144,69,94,276,188,302,186,288,207
996,12526,img/114092.jpg,66309,222,142,71,110,235,193,266,192,246,218
997,12527,img/114040.jpg,67477,298,103,73,94,323,143,351,144,331,162
997,12527,img/113181.jpg,66753,329,199,147,186,381,278,444,265,433,300
997,12527,img/112959.jpg,66306,290,110,84,114,310,161,344,165,322,188
997,12527,img/112498.jpg,66776,1573,337,256,368,1632,499,1723,505,1661,577
997,12527,img/112848.jpg,66783,526,237,85,117,554,289,591,289,569,317
997,12527,img/113148.jpg,67288,340,121,168,255,424,224,479,208,472,262
998,12528,img/114234.jpg,67486,202,76,98,126,212,126,243,130,213,161
998,12528,img/112965.jpg,66846,136,45,71,94,162,91,186,92,172,111
998,12528,img/113644.jpg,67907,214,105,112,159,245,162,293,157,271,198
1000,12531,img/113020.jpg,67976,766,217,85,123,814,272,841,282,829,302
1000,12531,img/114120.jpg,67604,223,34,115,128,251,81,292,82,264,100
1001,12532,img/113949.jpg,67460,672,131,435,382,915,318,970,412,852,451
1001,12532,img/114064.jpg,66473,685,23,148,170,768,84,808,102,790,123
1001,12532,img/112780.jpg,67897,164,31,148,166,245,113,286,104,281,144
1002,12533,img/113959.jpg,66629,2809,1073,330,384,2973,1248,3075,1235,3045,1294
1002,12533,img/114160.jpg,67997,1572,105,274,328,1616,225,1703,229,1626,285
1002,12533,img/113668.jpg,67900,123,54,174,205,162,159,221,156,184,189
1003,12534,img/113718.jpg,66841,79,57,254,315,214,176,291,229,244,274
1003,12534,img/113925.jpg,66992,171,80,126,163,216,160,267,150,250,189
1003,12534,img/113841.jpg,66814,649,267,357,444,780,471,925,479,850,575
1004,12536,img/112874.jpg,66847,188,54,99,115,223,101,254,123,221,137
1004,12536,img/112483.jpg,67260,194,24,85,105,218,78,249,77,234,101
1005,12537,img/113074.jpg,67222,122,24,45,60,137,52,155,48,146,62
1006,12539,img/112734.jpg,67058,123,39,135,157,169,102,213,104,191,133
1006,12539,img/113468.jpg,67167,121,106,239,251,197,216,276,213,242,282
1006,12539,img/113360.jpg,67829,339,274,724,853,435,694,655,661,536,866
1007,12541,img/114021.jpg,66464,255,36,127,151,288,128,327,113,315,151
1007,12541,img/113796.jpg,67419,202,44,81,105,223,94,252,91,237,111
1008,12542,img/112876.jpg,67584,638,273,879,958,1187,637,1423,694,1315,885
1009,12545,img/113630.jpg,67379,201,78,83,121,223,128,257,130,235,154
1009,12545,img/114074.jpg,67086,249,97,58,82,266,133,290,131,277,148
1009,12545,img/113657.jpg,67626,224,82,48,62,241,107,259,105,251,114
1009,12545,img/112846.jpg,68053,204,85,67,98,216,128,243,129,225,150
1009,12545,img/112992.jpg,67592,789,85,271,348,892,227,1001,213,960,287
1009,12545,img/113062.jpg,67981,610,66,146,182,632,148,681,152,644,184
1009,12545,img/112569.jpg,66680,456,99,140,195,482,209,529,205,507,244
1009,12545,img/113404.jpg,66694,577,104,85,121,601,156,637,153,623,177
1009,12545,img/112629.jpg,66280,116,118,59,77,159,155,170,152,168,166
1010,12548,img/112785.jpg,66273,460,81,292,275,521,181,591,215,507,240
1010,12548,img/113574.jpg,67292,507,682,963,1088,578,1161,772,1079,593,1344
1012,12553,img/113907.jpg,67864,100,87,390,469,127,303,198,296,132,392
1012,12553,img/112844.jpg,66818,545,272,885,1081,702,702,1026,674,808,934
1013,12555,img/112860.jpg,68086,228,38,75,105,240,88,272,92,250,113
1013,12555,img/112408.jpg,67874,195,14,118,139,219,71,273,67,246,111
1015,12557,img/114410.jpg,69098,24,31,140,177,68,121,119,104,101,147
1015,12557,img/114225.jpg,66421,69,64,445,560,200,369,355,312,304,442
1015,12557,img/114053.jpg,67999,136,181,575,699,286,522,505,445,433,634
1016,12558,img/114132.jpg,67746,815,113,406,564,985,343,1140,351,1069,452
1017,12560,img/113990.jpg,66621,529,96,210,228,620,182,695,188,675,229
1017,12560,img/113088.jpg,66911,157,41,122,178,211,116,259,118,235,154
1017,12560,img/112505.jpg,67633,851,49,261,373,937,202,1034,197,981,268
1017,12560,img/113123.jpg,67223,203,68,186,247,246,175,316,179,276,236
1018,12561,img/112519.jpg,67403,203,107,270,301,268,201,356,215,296,257
1018,12561,img/112899.jpg,66947,158,104,264,284,275,238,367,243,320,305
1019,12562,img/113171.jpg,66489,32,35,58,84,47,74,71,75,58,93
1019,12562,img/113322.jpg,67932,214,45,101,136,230,107,267,109,244,138
1020,12564,img/113599.jpg,67716,249,153,117,159,288,238,337,230,316,262
1021,12565,img/112906.jpg,67818,1106,317,75,76,1167,349,NaN,NaN,1175,358
1021,12565,img/113900.jpg,67499,238,102,35,42,246,121,256,125,248,130
1021,12565,img/113656.jpg,66700,209,101,20,29,215,114,222,114,219,119
1021,12565,img/112474.jpg,67530,241,154,19,28,NaN,NaN,250,169,246,174
1022,12566,img/113808.jpg,67605,785,376,88,109,807,426,839,422,823,449
1022,12566,img/112436.jpg,66807,243,55,116,133,262,109,308,115,282,147
1023,12568,img/114065.jpg,67306,522,135,246,336,631,261,720,256,693,324
1023,12568,img/113941.jpg,67677,242,44,103,144,254,107,287,112,263,137
1023,12568,img/113121.jpg,68033,2119,97,412,606,2201,385,2364,389,2268,518
1023,12568,img/4490.jpg,445,110,22,64,89,128,72,149,71,138,86
1023,12568,img/113199.jpg,67809,106,54,218,281,162,185,242,184,195,250
1023,12568,img/114067.jpg,66437,186,17,52,63,221,51,230,52,226,63
1023,12568,img/113970.jpg,67336,197,35,105,153,234,113,273,110,254,139
1024,12569,img/114050.jpg,66559,533,164,956,1304,752,784,1135,771,940,1062
1025,12571,img/113896.jpg,66631,171,17,52,61,186,41,208,40,197,56
1026,12574,img/113638.jpg,66293,299,86,445,652,440,423,618,414,538,556
1026,12574,img/113793.jpg,67470,285,149,84,118,322,208,352,208,340,230
1026,12574,img/112496.jpg,66956,168,16,45,49,179,37,196,34,182,43
1027,12575,img/114214.jpg,67762,205,89,228,251,278,192,354,191,315,242
1028,12577,img/113410.jpg,68102,327,110,256,337,441,264,539,264,500,344
1028,12577,img/112901.jpg,67247,222,98,294,333,357,253,469,253,422,347
1028,12577,img/113811.jpg,67778,553,154,495,523,608,389,769,355,669,488
1028,12577,img/112879.jpg,66983,121,45,255,170,169,111,264,112,206,162
1028,12577,img/114129.jpg,66815,258,91,271,299,385,216,472,244,413,305
1028,12577,img/112546.jpg,67655,497,87,225,290,548,243,627,229,594,306
1028,12577,img/113054.jpg,67266,418,107,216,254,539,209,607,213,588,269
1028,12577,img/112974.jpg,66898,885,69,157,163,NaN,NaN,923,136,892,169
1028,12577,img/112807.jpg,66837,506,89,260,333,559,262,664,265,612,340
1029,12578,img/113800.jpg,67553,280,42,64,85,294,78,315,74,304,90
1029,12578,img/113575.jpg,66427,262,128,142,199,326,229,371,238,344,272
1029,12578,img/2815.jpg,7201,239,129,180,219,255,222,299,222,263,266
1029,12578,img/4643.jpg,7173,216,27,33,47,230,54,242,55,236,64
1029,12578,img/113003.jpg,67656,191,68,106,103,230,113,267,110,252,130
1029,12578,img/1371.jpg,7177,55,130,37,46,85,153,NaN,NaN,90,160
1029,12578,img/3412.jpg,7197,268,123,138,199,331,233,373,242,349,273
1029,12578,img/113047.jpg,67313,87,85,53,48,101,107,118,104,109,112
1029,12578,img/239.jpg,7199,184,48,95,132,242,121,269,122,260,145
1029,12578,img/113989.jpg,67634,187,53,92,132,240,120,267,121,255,142
1030,12579,img/113721.jpg,66910,1762,431,840,1077,2353,887,2523,924,2520,1123
1030,12579,img/113883.jpg,66989,459,6,565,636,636,322,815,271,786,420
1030,12579,img/112781.jpg,67258,74,17,33,41,84,32,94,33,89,38
1030,12579,img/113403.jpg,66677,209,61,53,63,219,91,233,89,226,100
1030,12579,img/113246.jpg,66465,75,59,118,175,128,135,173,143,152,178
1030,12579,img/112805.jpg,67510,934,703,384,494,1123,870,1252,882,1209,950
1031,12581,img/112952.jpg,67211,505,192,238,291,568,337,665,310,629,373
1031,12581,img/114235.jpg,67890,77,114,159,204,108,211,177,205,142,250
1031,12581,img/113581.jpg,67141,188,152,113,149,243,237,287,228,269,261
1031,12581,img/112492.jpg,67781,406,78,324,384,565,276,694,253,652,341
1031,12581,img/113481.jpg,66342,67,21,164,195,187,114,220,115,217,148
1031,12581,img/112710.jpg,67640,181,15,199,258,219,124,298,140,240,187
1031,12581,img/113951.jpg,68048,665,100,177,214,707,208,778,200,747,249
1032,12583,img/114219.jpg,66872,663,145,703,894,803,524,1074,517,906,748
1032,12583,img/113514.jpg,66802,276,75,271,383,324,243,448,248,370,341
1032,12583,img/113134.jpg,67606,1078,617,1554,2356,1469,1699,2136,1738,1726,2242
1032,12583,img/113402.jpg,66851,168,50,185,241,203,150,282,154,233,213
1033,12584,img/114083.jpg,67925,1238,925,775,912,1575,1308,1857,1376,1733,1465
1033,12584,img/112688.jpg,67218,94,169,152,181,152,238,220,252,185,270
1033,12584,img/113055.jpg,67453,1506,2375,653,735,1675,2678,1884,2732,1721,2839
1033,12584,img/113106.jpg,67443,1100,921,863,1126,1221,1535,1509,1531,1304,1752
1033,12584,img/114030.jpg,66417,156,35,139,160,174,116,209,115,181,148
1033,12584,img/113428.jpg,66900,1189,526,765,950,1437,1015,1709,1044,1558,1203
1034,12585,img/113620.jpg,66642,193,83,113,151,215,154,255,149,234,180
1034,12585,img/114172.jpg,66660,171,60,143,183,216,145,272,141,247,182
1034,12585,img/112979.jpg,67577,155,80,147,179,201,166,253,148,242,192
1034,12585,img/113143.jpg,66401,201,63,48,79,224,105,241,105,235,122
1034,12585,img/113753.jpg,68038,614,61,385,470,665,264,802,274,706,373
1034,12585,img/112475.jpg,67980,180,86,92,129,209,148,248,148,230,176
1034,12585,img/113855.jpg,68147,633,30,564,749,776,399,1009,332,941,546
1034,12585,img/112487.jpg,67631,156,85,115,140,186,149,232,143,216,180
1034,12585,img/114084.jpg,67790,163,64,144,172,198,140,249,139,223,170
1034,12585,img/113498.jpg,66423,86,68,120,156,165,147,196,141,196,174
1034,12585,img/113523.jpg,67757,159,77,106,154,219,138,255,142,249,170
1034,12585,img/112544.jpg,66327,40,25,90,128,64,84,106,85,85,113
1034,12585,img/112652.jpg,67201,210,54,97,127,235,109,273,109,256,130
1034,12585,img/113146.jpg,67845,187,77,68,99,202,123,230,119,219,137
1034,12585,img/112736.jpg,67701,81,88,68,88,125,132,142,133,139,149
1035,12586,img/113623.jpg,66893,245,118,1452,1936,702,989,1271,969,1002,1360
1035,12586,img/115418.jpg,68593,178,50,140,186,218,127,268,122,245,163
1035,12586,img/114113.jpg,67657,63,35,196,285,132,171,203,172,169,224
1036,12587,img/113287.jpg,67948,144,63,122,143,198,121,245,116,231,147
1036,12587,img/113660.jpg,68055,51,24,287,375,91,185,186,189,105,260
1036,12587,img/113760.jpg,67779,182,23,164,210,252,110,312,116,281,154
1037,12588,img/114950.jpg,69322,1056,846,262,288,1185,992,1260,991,1233,1060
1037,12588,img/114233.jpg,66529,1399,801,307,392,1496,965,1612,963,1557,1052
1037,12588,img/112468.jpg,66746,283,109,60,80,292,144,307,145,295,164
